First_pokemon,Second_pokemon,Winner
617,569,569
100,445,445
574,380,574
353,656,656
13,784,13
120,67,67
469,415,469
792,498,792
498,133,133
434,21,21
754,334,334
785,285,785
358,748,748
425,229,425
575,437,437
294,454,454
743,435,435
706,469,706
171,734,171
624,148,148
750,744,744
43,289,43
403,734,403
672,711,711
721,164,164
40,429,429
713,721,713
432,88,432
496,244,496
464,663,663
440,366,366
713,364,713
319,369,369
312,392,392
602,150,602
749,228,228
685,347,347
329,306,306
86,793,793
339,121,121
683,412,412
356,119,119
325,599,325
687,267,687
47,185,185
700,230,700
60,584,60
488,96,96
645,461,645
631,747,747
604,341,341
698,632,632
590,694,694
291,603,603
596,174,596
523,52,523
513,35,513
71,744,71
616,726,726
638,613,613
607,173,607
531,208,208
777,321,777
62,711,711
116,218,116
231,488,488
472,129,472
290,786,786
50,242,242
154,538,154
754,129,129
487,631,631
163,175,163
524,563,524
239,277,239
140,512,512
611,467,467
92,149,92
748,531,531
315,596,596
63,297,63
623,731,623
244,445,244
79,552,552
429,685,685
670,202,202
642,9,9
708,188,188
432,32,432
464,362,362
450,700,700
368,35,368
302,723,302
697,583,583
466,302,302
571,28,28
780,185,185
530,255,255
425,276,276
304,25,25
549,73,549
94,291,291
109,461,461
770,553,553
723,451,723
722,316,316
277,35,277
648,227,648
114,31,114
444,304,444
633,44,633
505,535,535
670,794,794
684,361,361
510,327,327
427,323,427
363,555,555
552,134,552
718,437,718
590,711,711
616,136,616
154,307,154
220,315,315
535,685,685
644,487,487
7,279,7
22,606,606
444,259,444
775,676,676
426,712,712
387,769,387
106,359,106
681,545,545
43,376,43
136,660,136
514,71,71
338,757,338
498,383,498
304,583,583
695,579,579
116,654,654
665,39,39
279,661,279
642,395,642
502,128,502
182,651,651
359,165,165
277,451,451
403,216,216
619,580,580
140,208,208
439,409,409
154,333,333
606,118,606
557,446,557
218,341,341
757,70,757
702,626,702
3,44,44
186,209,209
285,205,205
475,795,795
63,13,63
366,693,366
174,694,694
520,691,520
477,298,477
662,159,159
30,581,581
11,474,474
633,696,633
262,1,262
36,678,36
58,132,132
371,316,316
216,377,216
363,111,111
401,173,401
105,179,179
220,378,378
521,95,521
699,108,699
80,462,80
518,619,518
145,751,751
561,572,572
581,738,581
395,602,602
318,624,624
582,753,582
707,773,773
233,331,233
453,48,48
785,18,785
116,161,116
278,184,184
359,8,8
250,527,250
212,626,212
484,19,484
358,454,358
713,428,428
314,42,314
223,175,223
521,15,521
698,688,698
52,730,730
360,570,570
135,390,135
132,368,368
536,272,272
703,760,703
478,701,701
214,121,121
637,763,637
223,751,223
309,96,309
427,764,427
67,532,532
574,257,574
656,25,25
548,420,420
474,278,474
9,190,9
21,161,161
724,573,724
730,728,730
456,427,427
86,454,454
308,784,784
779,507,507
596,682,682
318,391,391
638,131,131
744,530,530
694,319,694
663,473,663
50,246,246
711,606,606
254,287,254
192,468,192
657,286,286
346,115,115
579,157,157
402,493,493
577,251,251
625,629,629
21,270,270
788,545,545
323,298,298
9,230,9
575,651,651
445,764,764
11,70,70
358,276,276
696,788,696
6,604,6
107,776,776
636,640,636
625,481,481
84,730,84
423,163,163
697,735,697
295,733,295
420,284,420
554,435,554
27,570,570
446,237,446
10,594,10
534,372,534
461,487,461
38,524,524
697,26,697
446,731,731
281,170,170
554,548,554
160,788,788
635,304,635
223,696,223
354,259,259
778,780,778
744,762,744
334,644,334
314,265,314
405,557,557
639,628,628
665,674,674
339,623,339
128,668,128
118,789,118
34,165,165
7,55,7
640,744,744
294,778,778
709,781,709
372,47,47
519,740,519
266,506,506
761,70,70
224,40,40
512,434,434
306,438,438
529,679,679
784,790,784
259,630,259
393,536,536
477,367,477
682,641,682
502,298,502
152,450,450
344,48,48
528,439,528
52,597,597
257,735,735
761,126,126
139,74,139
455,549,549
796,165,165
536,565,536
639,530,530
669,166,166
462,148,462
112,621,112
457,324,324
293,711,711
752,313,313
155,258,155
744,371,744
697,724,724
630,722,630
626,613,613
468,226,468
330,626,330
292,264,264
20,651,651
771,590,590
767,116,116
301,233,301
582,318,582
225,313,225
485,541,541
675,426,426
651,624,651
537,192,537
624,162,162
504,139,139
273,85,85
569,221,221
526,783,783
597,79,79
379,793,793
473,54,473
18,742,742
410,383,410
329,37,329
346,261,261
603,312,603
496,26,496
418,564,418
503,180,503
176,49,49
677,30,677
608,224,224
771,323,771
247,515,247
62,500,62
385,246,246
700,332,700
27,684,27
785,386,785
372,40,40
748,526,748
387,567,567
355,673,673
361,455,361
176,483,483
220,225,225
327,758,758
693,335,693
192,749,192
341,82,341
252,308,308
157,261,261
247,726,726
373,436,436
105,652,105
38,184,184
252,482,252
10,296,296
269,317,269
58,180,58
113,439,439
722,487,487
314,726,314
530,110,110
510,102,102
224,412,412
168,425,425
14,328,328
535,691,535
453,256,453
389,256,256
284,634,634
450,53,450
766,409,766
14,333,333
7,391,7
759,749,759
657,682,682
224,532,532
611,522,611
649,452,649
788,555,555
194,160,160
265,256,265
506,166,166
768,310,768
577,573,573
134,724,724
105,593,105
610,504,610
441,122,441
347,268,268
87,514,514
153,334,153
347,35,347
30,288,288
402,727,727
460,658,658
474,302,302
438,497,438
251,136,136
283,115,115
736,244,244
17,247,247
265,89,265
632,320,320
704,363,704
251,411,251
345,368,368
115,319,115
472,213,472
133,570,570
3,590,590
294,700,700
727,482,727
157,796,157
779,739,739
511,515,511
264,342,264
663,580,663
87,746,746
116,620,116
214,145,214
739,443,443
539,30,30
335,333,335
31,460,31
733,638,638
83,192,192
89,264,264
793,551,551
666,795,795
633,465,633
567,755,567
118,261,261
560,100,100
100,403,100
394,502,394
147,22,147
758,294,758
522,531,531
386,278,278
472,291,472
680,512,680
205,604,205
670,285,670
114,561,561
345,784,345
734,391,391
230,402,230
50,6,6
116,470,116
70,654,654
261,422,261
317,63,63
680,542,542
165,720,165
570,389,570
149,137,137
412,617,617
19,438,438
148,463,463
53,278,278
623,108,623
658,587,658
591,347,347
577,449,449
680,36,36
712,328,712
465,567,465
162,780,162
671,783,671
661,51,51
152,604,604
333,735,333
670,486,670
751,539,539
498,110,110
695,798,695
656,123,656
54,257,257
732,724,732
265,752,752
71,265,71
444,577,444
278,399,278
627,625,627
593,374,374
196,729,729
530,23,23
200,487,200
634,210,634
567,475,475
192,329,192
720,567,567
200,251,200
523,515,523
435,642,642
203,209,209
303,232,232
277,368,368
244,563,244
551,219,551
273,614,614
254,470,254
343,354,354
53,85,85
600,481,481
773,180,773
315,232,232
694,422,694
313,689,313
150,559,559
118,188,118
400,695,400
344,248,248
112,269,269
267,509,509
719,246,246
235,371,371
630,21,630
207,215,215
397,23,23
333,113,333
596,413,413
467,271,467
126,788,126
406,146,406
483,331,331
157,719,157
433,800,800
377,648,648
656,189,656
446,314,314
216,209,209
37,337,337
238,58,58
703,57,57
587,461,461
501,640,501
264,494,494
284,202,202
364,151,151
342,203,342
745,267,745
48,436,48
762,442,442
796,573,573
682,437,682
760,368,368
323,185,185
86,68,86
666,663,663
722,780,722
425,51,425
401,135,135
368,109,109
366,410,410
200,624,200
791,181,181
242,739,242
214,436,214
721,281,721
784,790,784
662,455,455
616,273,616
723,729,729
792,115,792
448,560,560
147,661,147
436,689,436
754,601,601
631,164,164
288,692,288
50,209,209
254,634,254
353,751,751
717,597,717
53,527,527
620,617,617
360,761,360
186,117,186
500,763,763
759,732,732
644,617,617
617,264,264
442,205,205
778,388,388
698,697,697
412,746,746
641,730,730
79,172,172
367,152,367
367,122,367
520,798,520
83,294,83
336,670,670
608,22,608
698,424,424
787,48,48
133,414,414
634,138,138
619,683,619
421,210,421
636,616,616
118,633,633
199,377,377
484,762,484
572,588,588
462,446,446
515,586,515
89,482,482
487,733,487
222,702,702
83,779,83
161,781,161
75,154,75
394,427,427
694,641,694
355,750,750
174,103,103
380,504,380
512,201,201
582,721,582
493,362,362
546,433,546
285,647,647
338,777,777
552,531,552
410,202,410
77,93,93
588,432,432
431,461,431
298,53,298
720,261,261
667,96,667
478,133,133
571,668,571
534,646,534
673,225,673
5,300,300
577,752,752
79,74,79
263,772,772
65,728,65
49,131,131
44,201,201
501,289,501
767,407,407
336,449,336
137,223,223
784,248,248
755,204,204
425,316,316
671,263,263
406,542,542
150,634,634
721,131,131
721,582,582
228,531,531
742,226,742
406,740,406
792,222,792
573,17,573
274,626,274
777,480,480
382,274,274
300,39,300
137,698,137
670,135,135
314,165,165
61,610,610
488,432,432
28,548,28
307,320,307
54,718,718
341,523,341
98,658,658
683,56,683
340,408,340
34,406,406
567,526,526
240,500,240
422,239,422
182,746,746
640,355,640
271,218,271
735,270,270
755,487,755
746,273,273
519,652,519
108,476,476
614,352,614
260,188,260
253,501,253
232,277,232
242,251,242
40,412,412
586,567,586
348,74,348
675,629,629
774,232,232
490,356,490
683,794,794
678,631,631
625,299,299
7,218,7
582,756,582
525,166,166
604,411,604
446,13,13
20,88,20
153,624,153
120,225,225
649,710,710
203,480,480
496,567,496
165,497,165
320,294,320
54,672,672
245,40,245
164,627,164
198,798,798
250,300,300
280,455,280
37,428,428
283,598,598
386,559,559
739,536,536
691,156,691
285,100,285
557,163,163
198,156,198
119,522,522
205,30,205
162,795,795
318,247,247
470,527,527
104,105,104
367,458,367
130,341,341
620,394,394
385,624,624
178,760,760
761,298,298
175,11,175
54,507,507
299,467,467
641,372,372
257,361,361
119,539,539
97,34,34
581,395,581
496,485,496
73,157,157
519,521,521
611,276,276
200,112,112
725,200,725
29,174,174
678,170,170
7,617,7
298,434,298
549,527,549
145,392,392
525,210,525
278,350,350
142,551,551
293,286,286
583,2,583
482,461,482
338,603,603
549,414,414
768,317,768
280,335,280
89,338,338
447,214,214
581,694,694
726,627,726
1,415,415
704,311,704
673,88,673
325,727,727
132,42,132
522,449,522
414,308,414
740,679,679
210,347,347
695,327,327
707,613,707
369,317,317
269,393,393
577,629,629
154,650,154
438,400,438
16,74,16
143,128,128
570,621,570
736,298,736
92,612,92
549,517,549
690,536,536
63,800,63
456,188,456
719,575,575
250,332,250
749,651,749
637,229,229
399,115,115
361,24,24
331,239,239
237,268,268
332,392,392
615,208,615
250,157,157
131,509,131
354,776,776
740,319,740
464,59,59
19,225,225
523,684,684
487,160,160
446,654,446
622,215,622
69,759,69
504,634,634
472,89,472
616,221,616
673,609,673
378,189,378
248,273,248
290,251,251
640,459,459
762,649,649
683,740,740
791,170,170
578,663,663
636,119,119
733,175,175
257,335,257
209,18,209
89,561,561
230,120,230
188,377,377
634,748,748
483,470,483
765,28,28
182,131,131
668,259,259
735,279,735
38,485,485
122,486,486
780,359,359
32,341,32
704,360,704
148,343,343
39,609,39
699,18,699
6,47,6
334,162,162
163,220,163
476,252,476
335,163,163
171,34,171
525,730,730
366,544,544
376,471,376
43,250,250
227,41,227
605,779,605
617,327,617
569,65,65
630,734,630
635,680,635
794,707,794
365,460,365
454,323,454
124,439,124
422,285,422
732,2,732
798,558,558
544,272,272
74,52,74
251,102,102
95,358,358
364,286,286
262,351,351
71,311,71
552,721,552
689,181,181
736,110,110
572,126,572
552,659,552
599,36,36
539,536,536
627,314,314
95,223,223
266,49,266
528,798,798
776,172,172
42,125,125
35,707,707
7,174,7
176,579,579
249,394,394
645,268,268
585,371,371
112,683,112
414,385,414
716,127,716
519,109,109
280,524,280
789,80,80
617,494,494
214,730,214
421,168,421
573,61,61
752,532,532
103,399,103
193,719,193
96,115,115
500,81,500
18,149,149
359,18,359
261,154,154
632,549,549
436,748,748
723,726,726
123,763,123
2,164,164
208,145,145
625,36,36
157,79,157
159,389,159
425,94,425
53,601,601
321,731,731
230,658,658
140,689,689
643,445,643
470,727,727
96,187,96
280,252,280
661,67,67
522,736,522
81,739,739
162,283,162
630,341,341
48,42,48
696,651,651
390,449,449
91,29,91
607,543,543
638,585,638
98,396,396
171,228,228
43,422,422
215,552,552
766,71,71
294,305,305
454,523,523
133,238,133
491,733,733
300,494,300
261,14,261
317,664,664
150,557,557
153,674,674
597,26,26
412,450,450
333,93,333
766,664,766
700,49,700
591,708,708
279,764,279
76,330,330
52,164,164
332,620,620
162,267,162
555,631,631
448,200,448
421,388,421
188,730,730
247,558,247
480,259,259
136,395,136
513,538,513
513,225,513
406,431,406
58,529,529
255,338,255
125,303,125
570,733,570
35,222,222
465,384,465
675,159,159
240,306,306
617,378,617
265,366,265
752,715,752
276,214,276
280,58,280
91,404,91
339,625,339
669,444,444
357,748,748
555,720,555
738,275,275
446,719,446
371,726,726
295,229,229
297,534,534
449,349,349
369,474,474
700,580,700
481,500,481
623,564,623
68,430,430
691,54,691
259,524,524
215,540,540
457,269,269
424,349,349
637,195,637
486,392,392
280,287,280
235,443,443
132,20,20
174,779,174
262,546,546
48,632,48
114,694,694
468,309,309
40,25,40
466,680,466
517,590,590
204,467,467
582,620,582
430,74,430
245,601,245
404,257,257
370,217,370
116,30,30
444,400,444
141,320,141
239,673,673
345,426,426
438,630,438
705,557,557
356,401,401
626,499,499
281,472,472
642,418,418
609,159,159
57,158,57
159,586,586
319,362,362
88,512,512
674,244,674
346,704,704
84,714,714
309,99,99
96,24,24
9,673,9
312,131,131
384,363,384
709,302,709
764,260,260
745,314,745
625,280,280
385,135,135
606,91,606
686,340,340
431,370,431
182,547,547
533,312,533
759,659,759
231,256,256
529,786,786
216,485,216
637,193,193
789,592,592
283,525,525
580,75,580
60,698,698
219,28,28
291,799,799
627,429,429
404,434,404
448,318,448
238,249,249
269,334,269
735,478,478
344,63,63
316,654,316
142,738,142
292,620,620
591,32,32
369,488,369
573,100,100
774,490,490
42,238,42
221,467,467
327,406,406
27,670,670
139,705,705
668,282,282
738,158,158
360,503,360
110,283,110
657,689,657
209,731,209
531,116,116
76,762,762
38,418,418
195,551,551
93,733,93
622,741,622
498,119,498
268,573,573
488,22,22
224,774,224
305,306,306
41,271,271
513,379,513
744,332,744
750,757,757
402,472,472
152,671,671
106,11,106
365,244,244
333,477,477
718,651,718
623,87,623
592,748,748
665,537,537
535,94,535
409,36,409
558,45,558
400,341,341
339,739,339
460,747,747
524,294,524
439,232,232
707,702,702
203,298,298
68,717,717
740,124,124
198,514,514
30,515,30
527,237,527
651,455,455
103,273,103
237,767,767
621,373,373
368,521,521
27,663,663
178,17,17
214,647,214
20,765,20
756,488,756
222,623,623
738,492,492
413,79,79
334,146,146
174,640,174
686,63,63
722,475,475
373,52,373
357,448,448
254,685,685
427,623,427
375,715,715
117,612,612
704,430,430
135,332,135
648,741,648
189,298,298
592,74,592
259,210,259
387,631,631
522,79,522
507,564,507
201,231,201
30,138,138
480,251,480
722,45,722
3,632,3
301,683,301
227,166,166
346,793,793
684,9,9
448,609,448
580,614,614
783,310,783
326,599,326
586,786,586
139,644,139
579,792,792
720,670,720
23,64,23
747,547,747
533,591,533
457,554,554
471,790,471
659,318,318
699,447,699
528,658,528
499,580,499
158,513,513
525,333,525
380,786,786
3,497,3
233,775,233
659,380,380
512,433,433
620,599,599
755,209,209
277,231,277
81,520,520
748,214,214
239,206,206
107,737,737
308,85,85
201,9,9
378,333,333
234,293,234
516,536,516
519,757,519
276,586,276
50,426,426
355,69,355
754,545,545
248,752,248
798,452,798
2,143,143
256,719,719
416,120,416
155,99,155
654,614,614
311,722,311
531,366,531
738,654,654
456,288,288
757,296,296
786,671,786
508,269,508
186,447,186
551,653,551
17,214,214
314,290,314
400,393,393
481,115,481
693,408,693
795,55,795
573,514,573
755,683,755
126,559,126
166,797,797
97,8,8
232,789,232
336,356,336
123,169,169
575,86,86
204,291,204
339,685,685
230,216,216
693,474,474
42,475,475
172,258,172
364,302,364
512,180,512
454,610,610
705,35,705
432,234,234
182,34,34
542,476,476
769,161,161
85,200,85
627,286,286
412,313,313
323,96,96
40,93,93
203,549,549
200,203,203
769,52,769
100,225,225
38,469,469
325,545,545
337,568,337
532,599,599
514,206,206
136,407,136
140,379,379
464,253,253
205,440,205
342,204,342
254,580,254
206,785,785
164,446,164
663,667,663
590,346,590
187,656,656
423,538,538
645,452,645
292,276,276
515,578,515
369,237,369
559,461,559
575,191,575
131,684,131
360,649,360
37,779,37
503,275,275
525,152,525
464,9,9
558,152,152
678,568,568
328,285,285
301,290,301
450,119,119
635,651,651
757,94,94
263,68,263
547,342,342
670,785,785
470,258,258
54,63,63
10,681,681
68,27,27
734,744,744
289,747,747
247,541,541
486,493,493
412,146,146
570,744,570
628,228,228
157,166,166
314,676,314
480,125,125
209,736,209
451,768,768
231,343,343
173,319,319
458,301,301
190,428,428
122,250,250
280,489,280
402,305,305
512,745,745
413,666,413
696,217,696
146,105,146
164,531,531
303,13,13
475,162,475
428,349,349
636,751,751
232,687,232
335,482,335
133,686,133
681,159,159
192,197,192
441,238,441
489,187,187
255,765,255
174,343,343
582,584,582
528,177,528
39,213,213
486,559,559
230,658,658
2,123,123
390,478,478
4,592,4
729,412,729
89,490,490
347,514,514
421,174,421
176,389,389
303,7,7
534,175,534
434,599,599
326,771,326
286,319,286
762,243,243
764,473,473
89,610,610
93,694,694
324,664,664
767,581,581
39,341,341
424,316,316
544,60,544
678,530,530
108,578,108
623,174,623
650,115,115
267,106,106
214,195,214
157,422,422
4,326,4
724,499,499
771,431,431
303,490,490
22,693,22
317,598,598
85,325,85
67,394,394
409,585,409
790,620,620
277,431,431
230,726,726
656,304,656
486,471,471
269,221,269
121,166,166
262,237,262
695,416,416
478,389,478
7,142,7
119,41,119
526,340,340
151,527,527
731,788,731
330,590,590
405,472,472
591,717,717
237,451,451
439,55,55
489,476,476
430,378,430
216,262,262
264,21,264
610,308,610
290,337,337
569,48,48
524,207,524
433,27,27
238,15,15
314,160,314
293,203,293
587,788,587
473,286,286
515,624,624
495,515,495
116,92,116
682,376,682
86,228,228
363,37,37
787,308,787
641,179,179
120,491,491
334,786,786
555,57,57
623,545,623
15,41,41
288,407,288
476,647,476
761,787,787
234,395,234
316,88,316
500,181,181
427,165,165
582,636,582
416,515,515
666,259,259
604,100,100
735,597,735
796,113,796
726,410,410
268,696,268
110,68,110
535,9,9
156,513,513
768,614,614
652,317,317
561,159,159
412,559,559
764,788,764
677,278,278
170,740,740
143,211,143
39,519,519
673,304,673
371,703,703
762,17,17
93,86,93
115,724,724
401,741,401
353,446,446
266,288,288
567,399,567
598,799,799
502,310,502
366,429,429
362,373,362
253,257,257
279,193,193
410,701,410
658,500,658
60,285,60
559,44,44
535,772,772
388,201,388
370,494,494
596,210,596
661,558,558
741,277,741
197,189,189
321,314,314
476,673,476
405,483,483
372,72,72
203,539,539
152,676,152
452,134,134
757,407,407
120,546,546
518,60,518
428,734,428
220,500,500
468,630,630
546,491,546
366,96,366
714,787,714
656,317,317
58,88,88
741,406,741
785,601,785
312,215,215
163,508,163
623,225,623
314,397,314
772,468,772
382,458,382
637,698,698
317,268,268
159,442,159
645,493,493
631,666,631
42,160,42
587,428,428
120,674,674
115,753,115
77,50,77
202,198,202
751,4,4
770,554,554
639,785,785
88,105,105
231,609,609
545,71,71
376,526,526
160,81,160
562,303,303
130,394,394
667,449,449
3,738,3
300,69,69
351,300,300
148,555,148
147,571,147
319,369,369
272,658,658
571,579,571
631,654,654
332,301,332
678,334,334
443,334,443
251,459,251
175,455,175
120,781,781
205,747,205
680,589,589
41,22,22
571,264,264
558,431,431
778,713,713
374,686,686
482,291,291
60,446,446
357,718,718
6,708,708
87,761,761
434,733,434
411,379,379
675,535,535
149,589,589
343,749,749
232,382,232
512,649,512
178,137,137
660,560,560
438,56,438
347,195,347
282,535,535
650,495,495
245,700,700
524,761,524
67,756,67
721,729,729
654,604,604
785,220,785
204,596,204
758,160,758
208,615,615
747,372,747
292,542,542
99,409,409
703,429,429
51,391,391
688,140,688
317,769,769
688,800,800
702,612,702
194,214,214
396,690,690
300,625,625
533,252,252
470,745,745
525,562,525
698,272,272
712,372,712
281,197,197
216,505,505
423,657,423
613,45,613
784,216,216
778,582,582
733,701,701
294,200,200
229,562,229
705,647,705
694,747,694
559,565,565
522,68,522
526,4,526
407,274,274
111,188,111
9,483,9
397,440,397
227,725,725
352,195,352
137,738,137
318,184,184
545,524,524
394,553,553
675,21,21
202,534,534
499,506,499
672,214,214
95,192,192
657,118,657
783,317,783
636,663,663
358,86,358
111,252,252
48,10,48
531,380,531
545,481,481
273,249,249
87,748,748
109,617,109
497,324,497
316,753,316
247,225,225
497,759,497
422,413,422
698,58,58
352,791,352
107,75,75
352,375,352
172,98,172
464,73,464
447,40,40
405,3,3
97,645,645
293,226,293
745,87,745
679,173,679
11,460,11
722,309,309
696,32,32
484,99,484
74,171,171
588,390,588
420,139,139
198,147,147
477,597,477
524,710,524
232,525,232
337,723,337
393,96,393
426,515,426
691,67,67
520,424,424
792,742,792
41,147,147
786,490,490
163,570,570
644,25,25
6,719,6
274,81,274
608,327,608
460,29,29
723,611,611
3,762,3
688,139,139
44,311,44
670,745,745
758,761,758
502,37,37
331,458,458
28,329,28
657,113,657
478,47,478
221,219,219
703,320,703
62,712,712
480,569,480
345,157,157
341,548,341
473,416,473
554,346,554
518,20,20
428,335,428
400,289,400
390,644,644
710,644,710
657,241,657
795,522,522
396,233,233
212,139,139
241,134,134
30,505,505
88,21,21
540,687,687
188,41,41
460,412,412
368,443,368
723,646,646
332,111,111
452,289,289
749,107,107
13,76,13
241,713,713
590,316,316
666,230,230
142,528,528
440,387,387
570,113,570
772,713,772
596,373,596
721,517,721
451,299,299
407,247,247
95,425,425
765,39,765
462,647,647
104,519,519
525,465,465
433,558,558
779,257,779
631,522,522
111,181,181
718,531,531
385,497,497
188,490,490
601,532,532
259,347,259
44,68,44
234,97,234
606,24,24
319,62,62
545,572,572
262,100,100
124,389,389
221,585,221
625,522,522
442,142,142
735,174,735
647,481,481
424,216,424
137,606,606
540,717,717
308,96,96
627,584,627
98,84,84
735,172,172
465,197,465
83,764,764
473,707,707
19,330,19
261,101,101
380,77,380
732,88,88
687,289,687
784,7,7
517,664,664
767,368,368
743,660,743
367,566,367
646,277,646
741,552,552
397,10,397
31,368,368
640,93,93
711,36,711
578,715,715
133,38,133
77,7,7
89,539,539
359,696,359
622,755,622
499,681,499
679,28,679
42,473,473
493,797,797
167,625,167
621,71,621
695,584,695
656,60,656
120,3,3
383,298,383
610,5,610
44,485,44
164,349,164
360,607,360
658,353,353
218,525,525
580,464,580
391,86,391
417,688,688
408,647,647
15,769,769
21,435,435
400,401,401
738,541,541
452,185,185
138,518,138
753,696,696
58,551,551
581,117,581
767,512,767
290,264,264
62,8,8
143,240,143
587,735,735
308,373,308
488,708,708
124,167,124
259,256,259
257,280,280
671,630,671
151,103,103
534,88,534
708,438,438
739,720,720
42,678,42
225,510,510
167,705,705
302,722,302
493,509,509
319,249,249
249,411,249
565,606,606
676,353,676
310,280,280
571,238,571
716,208,716
347,250,250
203,405,405
449,391,391
428,620,428
302,768,302
103,16,103
324,31,31
566,47,47
136,6,136
662,523,523
423,544,544
346,100,100
103,546,103
271,403,271
538,732,732
297,210,297
51,54,51
61,601,61
566,62,62
493,372,493
598,716,716
412,181,181
24,763,24
692,32,32
426,1,426
40,121,40
15,667,667
213,535,535
342,496,496
360,366,366
680,605,605
30,133,133
86,225,225
72,148,148
247,56,56
722,312,722
529,65,65
772,502,772
639,245,245
84,77,84
17,38,38
152,569,569
671,371,671
20,55,20
549,390,549
610,736,610
610,114,610
136,108,136
661,353,353
102,490,490
542,495,542
724,497,724
224,366,366
223,151,223
763,99,99
233,201,233
548,25,548
595,521,595
564,585,585
684,765,765
578,768,768
759,767,759
317,750,317
95,202,202
511,338,338
182,330,330
627,563,563
759,279,279
170,262,170
694,557,557
303,521,521
489,264,264
354,755,755
758,716,716
456,113,113
262,662,262
731,332,731
555,173,555
397,68,397
762,485,485
523,150,523
682,646,682
565,781,781
470,292,470
763,654,654
258,94,258
496,591,496
709,646,709
19,185,19
788,348,348
117,621,621
687,59,59
250,688,250
201,476,201
583,325,583
108,367,367
151,134,134
260,590,590
482,475,475
170,7,7
772,510,772
145,364,364
491,788,788
465,230,465
114,573,573
342,348,342
435,646,646
772,267,772
416,206,206
619,637,637
239,680,239
49,60,60
507,256,507
285,695,695
634,299,299
67,673,67
496,449,496
11,651,651
119,439,119
455,462,462
668,147,147
691,585,691
528,173,528
19,407,19
502,415,502
79,642,79
53,459,459
215,324,324
247,93,93
330,768,330
585,625,625
97,453,97
274,84,274
201,637,637
48,566,48
767,171,171
63,591,63
604,488,488
635,68,635
44,433,44
296,133,133
21,601,21
36,83,36
7,754,7
212,658,212
484,23,23
555,212,212
640,244,244
497,280,280
707,521,521
748,239,748
388,708,708
788,529,788
73,361,361
326,786,786
325,529,325
23,485,23
718,429,429
163,207,163
410,330,410
392,307,307
286,651,651
654,713,713
476,113,476
542,339,339
599,387,387
367,550,550
240,209,209
349,17,349
396,445,396
150,424,424
702,711,702
326,588,588
773,574,574
243,730,730
490,594,490
241,667,241
409,579,409
27,260,260
670,89,670
439,107,107
626,41,41
412,737,737
542,248,542
263,576,263
228,368,368
635,670,670
759,595,759
475,449,475
434,382,434
50,101,101
67,202,67
677,449,677
780,776,776
141,169,141
68,155,155
36,666,36
216,391,216
641,498,498
386,369,369
208,734,208
344,551,551
212,504,212
422,367,422
94,578,94
523,774,523
595,9,9
77,542,542
619,451,451
37,704,704
797,89,797
114,353,114
756,385,756
361,325,361
511,319,511
304,451,451
654,592,592
388,360,388
255,701,701
85,481,481
104,725,725
632,742,742
352,375,352
601,171,171
121,397,397
381,370,370
597,494,494
104,185,104
269,716,716
791,379,791
662,215,662
349,251,349
100,509,100
241,153,153
435,235,435
686,473,473
223,308,223
544,118,544
32,471,32
110,114,114
513,783,513
329,274,274
706,738,706
424,462,424
87,797,797
562,154,154
278,635,635
196,423,423
331,30,331
147,663,147
476,208,476
501,557,557
35,104,104
393,273,393
703,270,703
339,104,339
42,16,16
560,745,745
11,214,214
70,278,278
314,393,314
178,279,279
614,604,614
774,145,145
215,74,74
319,762,319
215,360,215
736,432,432
729,382,382
401,580,580
520,677,677
589,426,426
59,100,100
501,102,102
494,438,438
204,582,204
731,188,731
401,275,275
195,607,607
402,15,402
291,656,656
693,354,693
394,460,394
153,19,153
585,772,772
401,690,690
314,62,314
314,563,314
665,318,665
468,43,43
685,756,756
432,214,214
174,546,546
785,381,785
38,98,38
596,89,596
21,688,21
105,528,528
38,703,703
193,651,651
196,207,196
137,15,137
597,682,682
588,543,588
436,386,436
49,663,663
290,60,60
489,659,659
29,532,532
320,730,320
303,415,303
621,382,621
104,439,104
99,620,99
93,86,93
107,266,107
671,639,671
256,723,723
688,8,8
558,388,388
500,696,696
501,287,287
544,537,544
533,356,533
534,698,534
286,790,286
382,725,382
690,785,785
604,677,677
654,54,54
744,107,744
632,617,632
50,696,696
403,185,185
223,774,223
512,666,666
163,675,163
594,252,252
130,125,125
25,1,25
156,474,474
550,413,550
169,129,169
602,542,542
596,234,234
560,186,186
602,141,141
40,674,674
665,255,665
707,121,707
631,512,631
536,652,536
163,720,163
251,641,251
210,16,16
216,584,216
377,193,193
18,273,273
537,182,537
193,308,193
109,676,676
146,525,525
522,1,522
788,428,428
218,177,177
499,281,499
293,49,293
163,104,163
360,578,578
177,432,432
487,420,420
662,590,590
55,664,55
241,262,262
527,714,714
205,404,205
786,541,786
738,206,206
610,395,610
798,722,722
314,770,314
379,288,288
94,547,547
563,258,563
658,158,658
298,28,28
632,257,257
140,372,372
447,433,433
121,217,217
664,494,494
150,247,247
426,500,426
364,382,364
600,213,600
55,498,498
494,507,494
469,42,469
161,363,161
680,675,675
785,463,785
696,265,265
161,505,505
169,240,169
321,252,252
360,389,360
783,764,764
408,92,92
700,109,700
268,156,268
797,426,797
50,206,206
201,314,314
16,333,333
191,768,768
594,186,186
503,244,503
470,450,450
439,786,786
473,765,765
364,562,562
155,486,155
372,728,372
381,490,490
474,695,474
698,668,698
599,387,387
575,679,679
